"BusinessYear","StateCode","IssuerId","SourceName","VersionNum","ImportDate","IssuerId2","TIN","ProductId","StandardComponentId","EnrolleeContractRateDeterminationRule","TwoParentFamilyMaxDependentsRule","SingleParentFamilyMaxDependentsRule","DependentMaximumAgRule","ChildrenOnlyContractMaxChildrenRule","DomesticPartnerAsSpouseIndicator","SameSexPartnerAsSpouseIndicator","AgeDeterminationRule","MinimumTobaccoFreeMonthsRule","CohabitationRule","RowNumber","MarketCoverage","DentalOnlyPlan"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470161","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470162","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470163","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470164","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470165","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470166","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470167","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470168","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470169","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470170","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470171","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470172","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470173","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470274","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470275","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470276","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470277","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470278","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470279","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470280","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470281","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470282","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470283","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470284","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470285","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470286","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470287","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470288","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470289","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470290","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470291","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470292","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470293","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470294","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470295","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470296","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470297","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470298","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470299","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470300","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470301","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470302","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470303","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470304","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470305","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470306","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470307","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470308","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470309","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470310","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470311","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470312","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470313","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470314","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470315","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470316","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470317","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470318","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX047","33602TX0470319","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","13","SHOP (Small Group)","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX050","33602TX0500004","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Brother or Sister,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","11","Individual","Yes"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX050","33602TX0500005","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","Not Applicable","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Brother or Sister,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","11","Individual","Yes"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX077","33602TX0770001","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","6","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Brother or Sister,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","10","Individual","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX077","33602TX0770002","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","6","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Brother or Sister,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","10","Individual","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX077","33602TX0770003","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","6","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Brother or Sister,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","10","Individual","No"
"2016","TX","33602","HIOS","8","2015-08-26 09:56:12","33602","36-1236610","33602TX077","33602TX0770004","A different rate (specifically for parties of two or more)for each enrollee is added together","3 or more","3 or more","25","3 or more","Yes","Yes","Age on effective date","6","Spouse,No;Grandson or Granddaughter,No;Adopted Child,No;Foster Child,No;Brother or Sister,No;Ward,No;Stepson or Stepdaughter,No;Self,No;Child,No;Life Partner,No","10","Individual","No"
